Anexo;Código;Fator R;Alíquota;Atendido;Descrição
II;2412-1/00;Não;4.5;Não;Produção de ferroligas
II;2421-1/00;Não;4.5;Não;Produção de semi-acabados de aço
II;01/09/2422;Não;4.5;Não;Produção de laminados planos de aço ao carbono, revestidos ou não
II;02/09/2422;Não;4.5;Não;Produção de laminados planos de aços especiais
II;01/07/2423;Não;4.5;Não;Produção de tubos de aço sem costura
II;02/07/2423;Não;4.5;Não;Produção de laminados longos de aço, exceto tubos
II;01/05/2424;Não;4.5;Não;Produção de arames de aço
II;02/05/2424;Não;4.5;Não;Produção de relaminados, trefilados e perfilados de aço, exceto arames
II;2431-8/00;Não;4.5;Não;Produção de tubos de aço com costura
II;2439-3/00;Não;4.5;Não;Produção de outros tubos de ferro e aço
II;01/05/2441;Não;4.5;Não;Produção de alumínio e suas ligas em formas primárias
II;02/05/2441;Não;4.5;Não;Produção de laminados de alumínio
II;2442-3/00;Não;4.5;Não;Metalurgia dos metais preciosos
II;2443-1/00;Não;4.5;Não;Metalurgia do cobre
II;01/01/2449;Não;4.5;Não;Produção de zinco em formas primárias
II;02/01/2449;Não;4.5;Não;Produção de laminados de zinco
II;03/01/2449;Não;4.5;Não;Produção de ânodos para galvanoplastia
II;2449-1/99;Não;4.5;Não;Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente
II;2451-2/00;Não;4.5;Não;Fundição de ferro e aço
II;2452-1/00;Não;4.5;Não;Fundição de metais não-ferrosos e suas ligas
II;2511-0/00;Não;4.5;Não;Fabricação de estruturas metálicas
II;2512-8/00;Não;4.5;Não;Fabricação de esquadrias de metal
II;2513-6/00;Não;4.5;Não;Fabricação de obras de caldeiraria pesada
II;2521-7/00;Não;4.5;Não;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central
II;2522-5/00;Não;4.5;Não;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos
II;01/04/2531;Não;4.5;Não;Produção de forjados de aço
II;02/04/2531;Não;4.5;Não;Produção de forjados de metais não-ferrosos e suas ligas
II;01/02/2532;Não;4.5;Não;Produção de artefatos estampados de metal
II;02/02/2532;Não;4.5;Não;Metalurgia do pó
III;2539-0/00;Não;6.0;Não;Serviços de usinagem, solda, tratamento e revestimento em metais (este serviço foi analisado como sendo prestado para terceiros. As empresas que realizam a produção própria para venda deverá utilizar o Sim II para tributar esta parte das receitas)
III;2539-0/01;Não;6.0;Não;Serviços de usinagem, tornearia e solda
III;2539-0/02;Não;6.0;Não;Serviços de tratamento e revestimento em metais
II;2541-1/00;Não;4.5;Não;Fabricação de artigos de cutelaria
II;2542-0/00;Não;4.5;Não;Fabricação de artigos de serralheria, exceto esquadrias
II;2543-8/00;Não;4.5;Não;Fabricação de ferramentas
II;2591-8/00;Não;4.5;Não;Fabricação de embalagens metálicas
II;01/06/2592;Não;4.5;Não;Fabricação de produtos de trefilados de metal padronizados
II;02/06/2592;Não;4.5;Não;Fabricação de produtos de trefilados de metal, exceto padronizados
II;2593-4/00;Não;4.5;Não;Fabricação de artigos de metal para uso doméstico e pessoal
II;01/03/2599;Não;4.5;Não;Serviços de confecção de armações metálicas para a construção
III;02/03/2599;Não;6.0;Não;Serviço de corte e dobra de metais
II;2599-3/99;Não;4.5;Não;Fabricação de outros produtos de metal não especificados anteriormente
II;2610-8/00;Não;4.5;Não;Fabricação de componentes eletrônicos
II;2621-3/00;Não;4.5;Não;Fabricação de equipamentos de informática
II;2622-1/00;Não;4.5;Não;Fabricação de periféricos para equipamentos de informática
II;2631-1/00;Não;4.5;Não;Fabricação de equipamentos transmissores de comunicação, peças e acessórios
II;2632-9/00;Não;4.5;Não;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios
II;2640-0/00;Não;4.5;Não;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo
II;2651-5/00;Não;4.5;Não;Fabricação de aparelhos e equipamentos de medida, teste e controle
II;2652-3/00;Não;4.5;Não;Fabricação de cronômetros e relógios
II;2660-4/00;Não;4.5;Não;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
II;01/01/2670;Não;4.5;Não;Fabricação de equipamentos e instrumentos ópticos, peças e acessórios
II;02/01/2670;Não;4.5;Não;Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios
II;2680-9/00;Não;4.5;Não;Fabricação de mídias virgens, magnéticas e ópticas
II;01/04/2710;Não;4.5;Não;Fabricação de geradores de corrente contínua e alternada, peças e acessórios
II;02/04/2710;Não;4.5;Não;Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios
II;03/04/2710;Não;4.5;Não;Fabricação de motores elétricos, peças e acessórios
II;2721-0/00;Não;4.5;Não;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores
II;01/08/2722;Não;4.5;Não;Fabricação de baterias e acumuladores para veículos automotores
II;02/08/2722;Não;4.5;Não;Recondicionamento de baterias e acumuladores para veículos automotores
II;2731-7/00;Não;4.5;Não;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
II;2732-5/00;Não;4.5;Não;Fabricação de material elétrico para instalações em circuito de consumo
II;2733-3/00;Não;4.5;Não;Fabricação de fios, cabos e condutores elétricos isolados
II;01/06/2740;Não;4.5;Não;Fabricação de lâmpadas
II;02/06/2740;Não;4.5;Não;Fabricação de luminárias e outros equipamentos de iluminação
II;2751-1/00;Não;4.5;Não;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios
II;01/07/2759;Não;4.5;Não;Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios
II;2759-7/99;Não;4.5;Não;Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios
II;01/02/2790;Não;4.5;Não;Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores
II;02/02/2790;Não;4.5;Não;Fabricação de equipamentos para sinalização e alarme
II;2790-2/99;Não;4.5;Não;Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente
II;2811-9/00;Não;4.5;Não;Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários
II;2812-7/00;Não;4.5;Não;Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas
II;2813-5/00;Não;4.5;Não;Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios
II;01/03/2814;Não;4.5;Não;Fabricação de compressores para uso industrial, peças e acessórios
II;02/03/2814;Não;4.5;Não;Fabricação de compressores para uso não-industrial, peças e acessórios
II;01/01/2815;Não;4.5;Não;Fabricação de rolamentos para fins industriais
II;02/01/2815;Não;4.5;Não;Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos
II;01/06/2821;Não;4.5;Não;Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios
II;02/06/2821;Não;4.5;Não;Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios
II;01/04/2822;Não;4.5;Não;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios
II;02/04/2822;Não;4.5;Não;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios
II;2823-2/00;Não;4.5;Não;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios
II;01/01/2824;Não;4.5;Não;Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial
II;02/01/2824;Não;4.5;Não;Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial
II;2825-9/00;Não;4.5;Não;Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios
II;01/01/2829;Não;4.5;Não;Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios
II;2829-1/99;Não;4.5;Não;Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
II;2831-3/00;Não;4.5;Não;Fabricação de tratores agrícolas, peças e acessórios
II;2832-1/00;Não;4.5;Não;Fabricação de equipamentos para irrigação agrícola, peças e acessórios
II;2833-0/00;Não;4.5;Não;Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação
II;2840-2/00;Não;4.5;Não;Fabricação de máquinas-ferramenta, peças e acessórios
II;2851-8/00;Não;4.5;Não;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios
II;2852-6/00;Não;4.5;Não;Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo
II;2853-4/00;Não;4.5;Não;Fabricação de tratores, peças e acessórios, exceto agrícolas
II;2854-2/00;Não;4.5;Não;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores
II;2861-5/00;Não;4.5;Não;Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta
II;2862-3/00;Não;4.5;Não;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios
II;2863-1/00;Não;4.5;Não;Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios
II;2864-0/00;Não;4.5;Não;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios
II;2865-8/00;Não;4.5;Não;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios
II;2866-6/00;Não;4.5;Não;Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios
II;2869-1/00;Não;4.5;Não;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
II;02/07/2910;Não;4.5;Não;Fabricação de chassis com motor para automóveis, camionetas e utilitários
II;03/07/2910;Não;4.5;Não;Fabricação de motores para automóveis, camionetas e utilitários
II;01/04/2920;Não;4.5;Não;Fabricação de caminhões e ônibus
II;02/04/2920;Não;4.5;Não;Fabricação de motores para caminhões e ônibus
II;01/01/2930;Não;4.5;Não;Fabricação de cabines, carrocerias e reboques para caminhões
II;02/01/2930;Não;4.5;Não;Fabricação de carrocerias para ônibus
II;03/01/2930;Não;4.5;Não;Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus
II;2941-7/00;Não;4.5;Não;Fabricação de peças e acessórios para o sistema motor de veículos automotores
II;2942-5/00;Não;4.5;Não;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores
II;2943-3/00;Não;4.5;Não;Fabricação de peças e acessórios para o sistema de freios de veículos automotores
II;2944-1/00;Não;4.5;Não;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores
II;2945-0/00;Não;4.5;Não;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias
II;01/02/2949;Não;4.5;Não;Fabricação de bancos e estofados para veículos automotores
II;2949-2/99;Não;4.5;Não;Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
III;2950-6/00;Não;6.0;Não;Recondicionamento e recuperação de motores para veículos automotores
II;01/03/3011;Não;4.5;Não;Construção de embarcações de grande porte
II;02/03/3011;Não;4.5;Não;Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte
II;3012-1/00;Não;4.5;Não;Construção de embarcações para esporte e lazer
II;3031-8/00;Não;4.5;Não;Fabricação de locomotivas, vagões e outros materiais rodantes
II;3032-6/00;Não;4.5;Não;Fabricação de peças e acessórios para veículos ferroviários
II;3041-5/00;Não;4.5;Não;Fabricação de aeronaves
II;3042-3/00;Não;4.5;Não;Fabricação de turbinas, motores e outros componentes e peças para aeronaves
II;3050-4/00;Não;4.5;Não;Fabricação de veículos militares de combate
II;02/01/3091;Não;4.5;Não;Fabricação de peças e acessórios para motocicletas
II;3092-0/00;Não;4.5;Não;Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios
II;3099-7/00;Não;4.5;Não;Fabricação de equipamentos de transporte não especificados anteriormente
II;3101-2/00;Não;4.5;Não;Fabricação de móveis com predominância de madeira
II;3102-1/00;Não;4.5;Não;Fabricação de móveis com predominância de metal
II;3103-9/00;Não;4.5;Não;Fabricação de móveis de outros materiais, exceto madeira e metal
II;3104-7/00;Não;4.5;Não;Fabricação de colchões
II;01/06/3211;Não;4.5;Não;Lapidação de gemas
II;02/06/3211;Não;4.5;Não;Fabricação de artefatos de joalheria e ourivesaria
II;03/06/3211;Não;4.5;Não;Cunhagem de moedas e medalhas
II;3212-4/00;Não;4.5;Não;Fabricação de bijuterias e artefatos semelhantes
II;3220-5/00;Não;4.5;Não;Fabricação de instrumentos musicais, peças e acessórios
II;3230-2/00;Não;4.5;Não;Fabricação de artefatos para pesca e esporte
II;3240-0/01;Não;4.5;Não;Fabricação de jogos eletrônicos
II;3240-0/02;Não;4.5;Não;Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação
II;3240-0/99;Não;4.5;Não;Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente
II;01/07/3250;Não;4.5;Não;Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório
II;02/07/3250;Não;4.5;Não;Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório
II;03/07/3250;Não;4.5;Não;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda
II;04/07/3250;Não;4.5;Não;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda
II;05/07/3250;Não;4.5;Não;Fabricação de materiais para medicina e odontologia
III;06/07/3250;Sim;6.0;Sim;Serviços de prótese dentária
V;06/07/3250;Sim;15.5;Sim;Serviços de prótese dentária
II;07/07/3250;Não;4.5;Não;Fabricação de artigos ópticos
II;08/07/3250;Não;4.5;Não;Fabricação de artefatos de tecido não tecido para uso odontomédicohospitalar
III;09/07/3250;Sim;6.0;Sim;Serviço de laboratório óptico
V;09/07/3250;Sim;15.5;Sim;Serviço de laboratório óptico
II;3291-4/00;Não;4.5;Não;Fabricação de escovas, pincéis e vassouras
II;01/02/3292;Não;4.5;Não;Fabricação de roupas de proteção e segurança e resistentes a fogo
II;02/02/3292;Não;4.5;Não;Fabricação de equipamentos e acessórios para segurança pessoal e profissional
II;3299-0/01;Não;4.5;Não;Fabricação de guarda-chuvas e similares
II;3299-0/02;Não;4.5;Não;Fabricação de canetas, lápis e outros artigos para escritório
II;3299-0/03;Não;4.5;Não;Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos
II;3299-0/04;Não;4.5;Não;Fabricação de painéis e letreiros luminosos
II;3299-0/05;Não;4.5;Não;Fabricação de aviamentos para costura
II;3299-0/06;Não;4.5;Não;Fabricação de velas, inclusive decorativas
II;3299-0/99;Não;4.5;Não;Fabricação de produtos diversos não especificados anteriormente
III;3311-2/00;Não;6.0;Não;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos
III;01/01/3312;Não;6.0;Não;Manutenção e reparação de equipamentos transmissores de comunicação
III;02/01/3312;Não;6.0;Não;Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle
III;03/01/3312;Não;6.0;Não;Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
III;04/01/3312;Não;6.0;Não;Manutenção e reparação de equipamentos e instrumentos ópticos
III;01/09/3313;Não;6.0;Não;Manutenção e reparação de geradores, transformadores e motores elétricos
III;02/09/3313;Não;6.0;Não;Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos
III;3313-9/99;Não;6.0;Não;Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente
III;01/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas motrizes não-elétricas
III;02/07/3314;Não;6.0;Não;Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas
III;03/07/3314;Não;6.0;Não;Manutenção e reparação de válvulas industriais
III;04/07/3314;Não;6.0;Não;Manutenção e reparação de compressores
III;05/07/3314;Não;6.0;Não;Manutenção e reparação de equipamentos de transmissão para fins industriais
III;06/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas
III;07/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial
III;08/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas
III;09/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório
III;10/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente
III;11/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária
III;12/07/3314;Não;6.0;Não;Manutenção e reparação de tratores agrícolas
III;13/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas-ferramenta
III;14/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo
III;15/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo
III;16/07/3314;Não;6.0;Não;Manutenção e reparação de tratores, exceto agrícolas
III;17/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores
III;18/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta
III;19/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo
III;20/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados
III;21/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos
III;22/07/3314;Não;6.0;Não;Manutenção e reparação de máquinas e aparelhos para a indústria do plástico
III;3314-7/99;Não;6.0;Não;Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente
III;3315-5/00;Não;6.0;Não;Manutenção e reparação de veículos ferroviários
III;01/03/3316;Não;6.0;Não;Manutenção e reparação de aeronaves, exceto a manutenção na pista
III;02/03/3316;Não;6.0;Não;Manutenção de aeronaves na pista
III;01/01/3317;Não;6.0;Não;Manutenção e reparação de embarcações e estruturas flutuantes
III;02/01/3317;Não;6.0;Não;Manutenção e reparação de embarcações para esporte e lazer
III;3319-8/00;Não;6.0;Não;Manutenção e reparação de equipamentos e produtos não especificados anteriormente
III;3321-0/00;Não;6.0;Não;Instalação de máquinas e equipamentos industriais
III;01/05/3329;Não;6.0;Não;Serviços de montagem de móveis de qualquer material
III;3329-5/99;Não;6.0;Não;Instalação de outros equipamentos não especificados anteriormente
II;01/04/3520;Não;4.5;Não;Produção de gás processamento de gás natural
I;02/04/3520;Não;4.0;Não;Distribuição de combustíveis gasosos por redes urbanas
II;3530-1/00;Não;4.5;Não;Produção e distribuição de vapor, água quente e ar condicionado
I;02/06/3600;Não;4.0;Não;Distribuição de água por caminhões
IV;3702-9/00;Não;4.5;Não;Atividades relacionadas a esgoto, exceto a gestão de redes
III;3811-4/00;Não;6.0;Não;Coleta de resíduos não-perigosos
III;3812-2/00;Não;6.0;Não;Coleta de resíduos perigosos
II;01/09/3831;Não;4.5;Não;Recuperação de sucatas de alumínio
II;3831-9/99;Não;4.5;Não;Recuperação de materiais metálicos, exceto alumínio
II;3832-7/00;Não;4.5;Não;Recuperação de materiais plásticos
II;01/04/3839;Não;4.5;Não;Usinas de compostagem
II;3839-4/99;Não;4.5;Não;Recuperação de materiais não especificados anteriormente
IV;4120-4/00;Não;4.5;Não;Construção de edifícios
IV;01/01/4211;Não;4.5;Não;Construção de rodovias e ferrovias
III;02/01/4211;Não;6.0;Não;Pintura para sinalização em pistas rodoviárias e aeroportos
III;4212-0/00;Não;6.0;Não;Construção de obras-de-arte especiais
IV;4213-8/00;Não;4.5;Não;Obras de urbanização – ruas, praças e calçadas
IV;01/09/4221;Não;4.5;Não;Construção de barragens e represas para geração de energia elétrica
IV;02/09/4221;Não;4.5;Não;Construção de estações e redes de distribuição de energia elétrica
III;03/09/4221;Não;6.0;Não;Manutenção de redes de distribuição de energia elétrica
IV;04/09/4221;Não;4.5;Não;Construção de estações e redes de telecomunicações
III;05/09/4221;Não;6.0;Não;Manutenção de estações e redes de telecomunicações
IV;01/07/4222;Não;4.5;Não;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação
IV;02/07/4222;Não;4.5;Não;Obras de irrigação
IV;4223-5/00;Não;4.5;Não;Construção de redes de transportes por dutos, exceto para água e esgoto
IV;4291-0/00;Não;4.5;Não;Obras portuárias, marítimas e fluviais
IV;01/08/4292;Não;4.5;Não;Montagem de estruturas metálicas
IV;02/08/4292;Não;4.5;Não;Obras de montagem industrial
IV;01/05/4299;Não;4.5;Não;Construção de instalações esportivas e recreativas
IV;4299-5/99;Não;4.5;Não;Outras obras de engenharia civil não especificadas anteriormente
IV;01/08/4311;Não;4.5;Não;Demolição de edifícios e outras estruturas
IV;02/08/4311;Não;4.5;Não;Preparação de canteiro e limpeza de terreno
IV;4312-6/00;Não;4.5;Não;Perfurações e sondagens
IV;4313-4/00;Não;4.5;Não;Obras de terraplenagem
IV;4319-3/00;Não;4.5;Não;Serviços de preparação do terreno não especificados anteriormente
IV;4321-5/00;Não;4.5;Não;Instalação e manutenção elétrica
IV;01/03/4322;Não;4.5;Não;Instalações hidráulicas, sanitárias e de gás
III;02/03/4322;Não;6.0;Não;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração
III;03/03/4322;Não;6.0;Não;Instalações de sistema de prevenção contra incêndio
III;01/01/4329;Não;6.0;Não;Instalação de painéis publicitários
III;02/01/4329;Não;6.0;Não;Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre
III;03/01/4329;Não;6.0;Não;Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes
III;04/01/4329;Não;6.0;Não;Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos
III;05/01/4329;Não;6.0;Não;Tratamentos térmicos, acústicos ou de vibração
III;4329-1/99;Não;6.0;Não;Outras obras de instalações em construções não especificadas anteriormente
IV;01/04/4330;Não;4.5;Não;Impermeabilização em obras de engenharia civil
IV;02/04/4330;Não;4.5;Não;Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material
IV;03/04/4330;Não;4.5;Não;Obras de acabamento em gesso e estuque
IV;04/04/4330;Não;4.5;Não;Serviços de pintura de edifícios em geral
IV;05/04/4330;Não;4.5;Não;Aplicação de revestimentos e de resinas em interiores e exteriores
IV;4330-4/99;Não;4.5;Não;Outras obras de acabamento da construção
IV;4391-6/00;Não;4.5;Não;Obras de fundações
III;02/01/4399;Não;6.0;Não;Montagem e desmontagem de andaimes e outras estruturas temporárias
IV;03/01/4399;Não;4.5;Não;Obras de alvenaria
III;04/01/4399;Não;6.0;Não;Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras
IV;05/01/4399;Não;4.5;Não;Perfuração e construção de poços de água
IV;4399-1/99;Não;4.5;Não;Serviços especializados para construção não especificados anteriormente
I;01/01/4511;Não;4.0;Não;Comércio a varejo de automóveis, camionetas e utilitários novos
I;02/01/4511;Não;4.0;Não;Comércio a varejo de automóveis, camionetas e utilitários usados
I;03/01/4511;Não;4.0;Não;Comércio por atacado de automóveis, camionetas e utilitários novos e usados
I;04/01/4511;Não;4.0;Não;Comércio por atacado de caminhões novos e usados
I;05/01/4511;Não;4.0;Não;Comércio por atacado de reboques e semi-reboques novos e usados
I;06/01/4511;Não;4.0;Não;Comércio por atacado de ônibus e microônibus novos e usados
V;01/09/4512;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de veículos automotores
I;02/09/4512;Não;4.0;Não;Comércio sob consignação de veículos automotores
III;4520-0/01;Não;6.0;Não;Serviços de manutenção e reparação mecânica de veículos automotores
III;4520-0/02;Não;6.0;Não;Serviços de lanternagem ou funilaria e pintura de veículos automotores
III;4520-0/03;Não;6.0;Não;Serviços de manutenção e reparação elétrica de veículos automotores
III;4520-0/04;Não;6.0;Não;Serviços de alinhamento e balanceamento de veículos automotores
III;4520-0/05;Não;6.0;Não;Serviços de lavagem, lubrificação e polimento de veículos automotores
III;4520-0/06;Não;6.0;Não;Serviços de borracharia para veículos automotores
III;4520-0/07;Não;6.0;Não;Serviços de instalação, manutenção e reparação de acessórios para veículos automotores
III;4520-0/08;Não;6.0;Não;Serviços de capotaria
I;01/07/4530;Não;4.0;Não;Comércio por atacado de peças e acessórios novos para veículos automotores
I;02/07/4530;Não;4.0;Sim;Comércio por atacado de pneumáticos e câmaras-de-ar
I;03/07/4530;Não;4.0;Sim;Comércio a varejo de peças e acessórios novos para veículos automotores
I;04/07/4530;Não;4.0;Sim;Comércio a varejo de peças e acessórios usados para veículos automotores
I;05/07/4530;Não;4.0;Sim;Comércio a varejo de pneumáticos e câmaras-de-ar
V;06/07/4530;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores
I;01/02/4541;Não;4.0;Não;Comércio por atacado de motocicletas e motonetas
I;02/02/4541;Não;4.0;Sim;Comércio por atacado de peças e acessórios para motocicletas e motonetas
I;03/02/4541;Não;4.0;Não;Comércio a varejo de motocicletas e motonetas novas
I;04/02/4541;Não;4.0;Não;Comércio a varejo de motocicletas e motonetas usadas
I;05/02/4541;Não;4.0;Sim;Comércio a varejo de peças e acessórios para motocicletas e motonetas
V;01/01/4542;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios
I;02/01/4542;Não;4.0;Não;Comércio sob consignação de motocicletas e motonetas
III;4543-9/00;Não;6.0;Não;Manutenção e reparação de motocicletas e motonetas
V;4611-7/00;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos
V;4612-5/00;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos
V;4613-3/00;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens
V;4614-1/00;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves
V;4615-0/00;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico
V;4616-8/00;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem
V;4617-6/00;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo
V;01/04/4618;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria
V;02/04/4618;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares
V;03/04/4618;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações
V;4618-4/99;Sim;15.5;Sim;Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
V;4619-2/00;Sim;15.5;Sim;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
I;4621-4/00;Não;4.0;Não;Comércio atacadista de café em grão
I;4622-2/00;Não;4.0;Não;Comércio atacadista de soja
I;01/01/4623;Não;4.0;Não;Comércio atacadista de animais vivos
I;02/01/4623;Não;4.0;Não;Comércio atacadista de couros, lãs, peles e outros subprodutos não-comestíveis de origem animal
I;03/01/4623;Não;4.0;Não;Comércio atacadista de algodão
I;04/01/4623;Não;4.0;Não;Comércio atacadista de fumo em folha não beneficiado
I;05/01/4623;Não;4.0;Não;Comércio atacadista de cacau
I;06/01/4623;Não;4.0;Não;Comércio atacadista de sementes, flores, plantas e gramas
